tract_geoid,state,i,group,hh_idx_within_group,rcv_kUSD,contents_kUSD,TP_init,CP_init,SP_init,SC_init,PA_init,has_FI,inside_SFHA,sfha_share
34013021300,NJ,1,owner,1,299.2199703,179.5319822,0.487327825237062,0.7699741440186919,0.2929641165291325,0.5932628076519239,0.5391582845415098,0,0,0.0030656039239730227
34013021300,NJ,2,owner,2,844.485407,506.6912442,0.3523325452355733,0.7770785913532015,0.8880734773272421,0.6144494933750012,0.8193647926456012,0,0,0.0030656039239730227
34013021300,NJ,3,owner,3,568.010524,340.8063144,0.7205769742943411,0.7187356272698413,0.7367143637739859,0.8619134867819036,0.7153831157992611,0,0,0.0030656039239730227
34013021300,NJ,4,owner,4,257.6068003,154.5640802,0.6278281612056025,0.4783521919512583,0.1901562919687879,0.7891898482707043,0.6770659266283857,0,0,0.0030656039239730227
34013021300,NJ,5,owner,5,248.6829545,149.2097727,0.4745660873405551,0.6507917021005507,0.1843158334240359,0.5475627228451676,0.704399396647786,0,0,0.0030656039239730227
34013021300,NJ,6,owner,6,47.02936064,28.21761638,0.8027430692540647,0.7107030698764818,0.7556898253282676,0.6319796451049907,0.5861654107850272,0,0,0.0030656039239730227
34013021300,NJ,7,owner,7,141.4973008,84.89838045,0.6707889658469434,0.4889398499298931,0.4800336972328513,0.5211204072299894,0.5820835372281894,0,0,0.0030656039239730227
34013021300,NJ,8,owner,8,165.0121321,99.00727923,0.7319683867387057,0.3149646088735267,0.3038568180098123,0.7437994025171316,0.8237267674736577,0,0,0.0030656039239730227
34013021300,NJ,9,owner,9,270.0634823,162.0380894,0.4916488444287507,0.4924842086112269,0.3967077239506349,0.9269203563388114,0.3679094480349004,0,0,0.0030656039239730227
34013021300,NJ,10,owner,10,166.7426487,100.0455892,0.6917248584438547,0.5551439158271979,0.6561662173606717,0.881052597134005,0.7349338102786365,0,0,0.0030656039239730227
34013021300,NJ,11,owner,11,271.2436671,162.7462002,0.7008844185430639,0.8019825206286099,0.4327145995439478,0.7503067390979773,0.7810465265796183,0,0,0.0030656039239730227
34013021300,NJ,12,owner,12,316.6425123,189.9855074,0.6282857613207488,0.5377861454513833,0.3149724717252215,0.7154002679136054,0.7034615246064906,0,0,0.0030656039239730227
34013021300,NJ,13,owner,13,133.2025021,79.92150124,0.5048484040867545,0.628537444819444,0.4224107897188797,0.8418027023082296,0.2894395285599133,0,0,0.0030656039239730227
34013021300,NJ,14,owner,14,638.402029,383.0412174,0.7931749282457232,0.6646488347846486,0.2522249096352574,0.9635448583852348,0.3763700269485222,0,0,0.0030656039239730227
34013021300,NJ,15,owner,15,101.6114423,60.96686538,0.5898463239952565,0.7451829081203066,0.097045557502552,0.4477430128037271,0.574839211989259,0,0,0.0030656039239730227
34013021300,NJ,16,owner,16,195.7150059,117.4290035,0.7383043937361684,0.2844457359173485,0.7450788498166551,0.5571650511234428,0.4580582212515351,0,0,0.0030656039239730227
34013021300,NJ,17,owner,17,83.6398552,50.18391312,0.5381430155329107,0.5002046751890757,0.3183334392721594,0.8802503815146806,0.6012146071706582,0,0,0.0030656039239730227
34013021300,NJ,18,owner,18,388.7423045,233.2453827,0.7507283923824714,0.6373872336919362,0.6469055882643386,0.779112726291536,0.6735227032092064,0,0,0.0030656039239730227
34013021300,NJ,19,owner,19,100.4278667,60.25672,0.531838994419527,0.6008578639922935,0.4919315394788229,0.5273977498632743,0.5510164547580998,0,0,0.0030656039239730227
34013021300,NJ,20,owner,20,229.4119653,137.6471792,0.6482445482965933,0.7090438998510444,0.7785645776966449,0.914966428038858,0.6250827993891298,0,0,0.0030656039239730227
34013021300,NJ,21,owner,21,172.7922498,103.6753499,0.3796738868103959,0.52823721940779,0.4972774879125862,0.7131123780854329,0.7428228533181558,0,0,0.0030656039239730227
34013021300,NJ,22,owner,22,115.5708822,69.34252935,0.5014989320964494,0.7409190808127598,0.5587656139874819,0.8110491361545673,0.6658529866549948,0,0,0.0030656039239730227
34013021300,NJ,23,owner,23,303.7941922,182.2765153,0.6901060215308773,0.7929530505849346,0.690848049871186,0.7699931387917329,0.6555298894297417,0,0,0.0030656039239730227
34013021300,NJ,24,owner,24,392.0516327,235.2309796,0.2968353324129353,0.6781120390814085,0.6323704141996238,0.8985080697762142,0.3623779736936529,0,0,0.0030656039239730227
34013021300,NJ,25,owner,25,381.8660478,229.1196287,0.8291520538699134,0.5633138438616279,0.6818914027739927,0.7874989385386786,0.600665015318083,0,0,0.0030656039239730227
34013021300,NJ,26,owner,26,219.8988419,131.9393051,0.6244747444818912,0.5070662378403442,0.3484218989263364,0.9659908124869252,0.4669506352364152,0,0,0.0030656039239730227
34013021300,NJ,27,owner,27,72.93394975,43.76036985,0.6532372922312899,0.6942577431121587,0.7031448694241019,0.8614961776949313,0.5548769790620118,0,0,0.0030656039239730227
34013021300,NJ,28,owner,28,358.8052721,215.2831633,0.5708638648613678,0.5154691546853616,0.7772844746546029,0.916930985316082,0.2465450724112461,0,0,0.0030656039239730227
34013021300,NJ,29,owner,29,118.6270295,71.1762177,0.8223099142777125,0.6930263021807754,0.4427418136818521,0.7417599627538718,0.7489508535144945,1,0,0.0030656039239730227
34013021300,NJ,30,owner,30,179.2450346,107.5470207,0.5312589849310004,0.6240333823613569,0.6508914986153204,0.8989250907935455,0.5432314076509794,0,0,0.0030656039239730227
34013021300,NJ,31,owner,31,139.4725809,83.68354852,0.4180824700631814,0.2725243485567528,0.2463464321127581,0.4484327092868664,0.6775477901790949,0,0,0.0030656039239730227
34013021300,NJ,32,owner,32,229.9157527,137.9494516,0.4404582816397101,0.6494808348183629,0.4362789975072183,0.6613264551829869,0.4648974177628789,0,0,0.0030656039239730227
34013021300,NJ,33,owner,33,275.0530199,165.031812,0.7540302892294979,0.7092430757074051,0.3910053675727408,0.5550521715002217,0.8295328257677934,0,0,0.0030656039239730227
34013021300,NJ,34,owner,34,168.0422563,100.8253538,0.6871883309520248,0.4804924194017183,0.8029918214687778,0.954742471574435,0.8128997870829405,0,0,0.0030656039239730227
34013021300,NJ,35,owner,35,206.1934289,123.7160573,0.5127851273596878,0.6020216057011518,0.734132922794604,0.7157066543262876,0.3885243866402135,0,0,0.0030656039239730227
34013021300,NJ,36,owner,36,269.4868458,161.6921075,0.7359733309697156,0.5668337455013918,0.2247361867648034,0.5623688100252295,0.5040360444284943,0,0,0.0030656039239730227
34013021300,NJ,37,owner,37,51.13580668,30.68148401,0.4081910081369881,0.6591641132537828,0.948432115986006,0.6309534518559273,0.8107143832664268,0,0,0.0030656039239730227
34013021300,NJ,38,owner,38,276.3810685,165.8286411,0.3076561205735501,0.6858637701464178,0.615938633510714,0.912919254429888,0.6416914806384496,0,0,0.0030656039239730227
34013021300,NJ,39,owner,39,78.05467504,46.83280502,0.7343540176757319,0.5777724468091732,0.5272388362349553,0.5300992272982745,0.7623457895252934,0,0,0.0030656039239730227
34013021300,NJ,40,owner,40,76.70565904,46.02339543,0.3793486972419313,0.699127115334527,0.7810894595731255,0.9013814620990802,0.5010891346442277,0,0,0.0030656039239730227
34013021300,NJ,41,owner,41,360.3491315,216.2094789,0.2288127932139277,0.7315058113009374,0.5906872059002528,0.8366794639557978,0.5646656135127075,0,0,0.0030656039239730227
34013021300,NJ,42,owner,42,234.6152673,140.7691604,0.4085393694118855,0.5298188696296553,0.7046113926940946,0.7369605204953411,0.6863592378097647,0,0,0.0030656039239730227
34013021300,NJ,43,owner,43,120.5230722,72.31384334,0.7285573315510178,0.6117424465521072,0.7173653798156481,0.6714253546051282,0.5100014389886519,0,0,0.0030656039239730227
34013021300,NJ,44,owner,44,145.235736,87.14144162,0.7803690994442994,0.64083344757554,0.4838728561524932,0.8397524476073643,0.8724150652674539,0,0,0.0030656039239730227
34013021300,NJ,45,owner,45,420.3524389,252.2114633,0.6674031367362578,0.5560973869632462,0.343830814519559,0.8333880196538358,0.5070556746181385,0,1,0.0030656039239730227
34013021300,NJ,46,owner,46,154.7968994,92.87813963,0.8293861554712106,0.5711048281653113,0.6026160534952784,0.4766384566351696,0.7263372511311579,0,0,0.0030656039239730227
34013021300,NJ,47,owner,47,252.0806957,151.2484174,0.3609963465899369,0.7991573774085673,0.4666336475240347,0.8322485366048928,0.8010061663924817,0,0,0.0030656039239730227
34013021300,NJ,48,owner,48,65.78807455,39.47284473,0.610734735381267,0.7642567275468096,0.2943295033514944,0.7907135701011876,0.7905225732189975,0,0,0.0030656039239730227
34013021300,NJ,49,owner,49,169.5256874,101.7154124,0.5710377483802871,0.4266178029742924,0.8122170767636796,0.7976466886452147,0.8299891626661373,0,0,0.0030656039239730227
34013021300,NJ,50,owner,50,267.3872737,160.4323642,0.5343866373148622,0.7304082441204343,0.3005670604961868,0.6021880237314567,0.7012612680220727,0,0,0.0030656039239730227
34013021300,NJ,51,owner,51,493.4659039,296.0795424,0.5228290515348043,0.7442034644967208,0.4976880142851617,0.8485920776729032,0.5869342926705161,0,0,0.0030656039239730227
34013021300,NJ,52,owner,52,123.1203567,73.87221402,0.534681878310103,0.7080973813576439,0.3730055866564143,0.6315059065948662,0.5389173624050436,0,0,0.0030656039239730227
34013021300,NJ,53,owner,53,247.747061,148.6482366,0.5749454517276377,0.8601515626018426,0.3490307873287096,0.8120280244468409,0.410300266462333,0,0,0.0030656039239730227
34013021300,NJ,54,owner,54,281.9329917,169.159795,0.6805861356969448,0.6853806434627229,0.5629420557464313,0.9785080432203996,0.7416706110075142,0,0,0.0030656039239730227
34013021300,NJ,55,owner,55,274.4497859,164.6698715,0.4605401490754637,0.6003501399209208,0.6822600706049052,0.8413512088254813,0.8680095953699609,0,0,0.0030656039239730227
34013021300,NJ,56,owner,56,761.9135413,457.1481248,0.5681806099134821,0.7549428872000847,0.6459915235215659,0.8827058870182395,0.6909243052984454,0,0,0.0030656039239730227
34013021300,NJ,57,owner,57,94.763545,56.858127,0.7500621992736785,0.6432921897049015,0.5198220358849432,0.7803605266157234,0.443199720416395,0,0,0.0030656039239730227
34013021300,NJ,58,owner,58,246.8935813,148.1361488,0.7324808377143257,0.5204802532838169,0.4076273462104851,0.7455995838210648,0.258352447402624,0,0,0.0030656039239730227
34013021300,NJ,59,owner,59,89.75625731,53.85375439,0.5961929255413999,0.7907756348067242,0.5467020403269699,0.4490630487749883,0.5408149313435101,0,0,0.0030656039239730227
34013021300,NJ,60,owner,60,52.30716369,31.38429821,0.4978169766023136,0.8284300480159594,0.302630353201693,0.8888144376511008,0.7841900523503733,0,0,0.0030656039239730227
34013021300,NJ,61,owner,61,195.0088607,117.0053164,0.5499994438245532,0.5250161611718597,0.6455757290975512,0.7867517939041965,0.541767513200347,0,0,0.0030656039239730227
34013021300,NJ,62,owner,62,90.92419798,54.55451879,0.5199012755795319,0.5487501904010416,0.56094155403279,0.6587222043136881,0.8562412026828929,0,0,0.0030656039239730227
34013021300,NJ,63,owner,63,268.9735356,161.3841214,0.75169473675458,0.6005061304380317,0.299682001846508,0.8548479833363564,0.5833044298334635,0,0,0.0030656039239730227
34013021300,NJ,64,owner,64,275.7743657,165.4646194,0.5628287299874835,0.3526216709846588,0.4667761969656909,0.9606662362195167,0.4663026758698808,0,0,0.0030656039239730227
34013021300,NJ,65,owner,65,428.7426069,257.2455641,0.4800145759814408,0.501337810627242,0.4368315325970781,0.6590944348561399,0.6944756977164619,0,0,0.0030656039239730227
34013021300,NJ,66,owner,66,296.3885969,177.8331581,0.42473517417909,0.7903309769311839,0.4185360038940194,0.8853387209511192,0.4904734559022354,0,0,0.0030656039239730227
34013021300,NJ,67,owner,67,476.5443821,285.9266293,0.4387744252501686,0.5701605447736269,0.4713873198921971,0.90772259580802,0.9010113625514484,0,0,0.0030656039239730227
34013021300,NJ,68,owner,68,38.17520019,22.90512011,0.5632092480947216,0.5341994852588261,0.5907941218199072,0.8500548638737456,0.3845424577390863,0,0,0.0030656039239730227
34013021300,NJ,69,owner,69,164.1088554,98.46531326,0.5927576973992845,0.7398721675598378,0.5819128953577376,0.6230340899115432,0.4940715662164736,0,0,0.0030656039239730227
34013021300,NJ,70,owner,70,92.2339553,55.34037318,0.6340189007639817,0.6368868227191842,0.9420756795941452,0.5969161629098056,0.7402624968236018,0,0,0.0030656039239730227
34013021300,NJ,71,owner,71,373.0385373,223.8231224,0.5004976582184644,0.3401637132442439,0.5002953250411069,0.6590009199978717,0.3174689114460082,0,0,0.0030656039239730227
34013021300,NJ,72,owner,72,57.20985173,34.32591104,0.4625114026325911,0.7963648711337878,0.9113913864105204,0.882879966416798,0.854514341553816,0,0,0.0030656039239730227
34013021300,NJ,73,owner,73,111.9823088,67.1893853,0.6634312969493426,0.4709145374762502,0.3670920588234092,0.5855360541711292,0.564137036007073,0,0,0.0030656039239730227
34013021300,NJ,74,owner,74,118.1801413,70.9080848,0.6480485932688865,0.4948841345605207,0.3870673202115461,0.8363969435339879,0.6233514249464379,0,0,0.0030656039239730227
